type,index,image,x,y,w,h,1,2,3,4,5,6,
skill_icon,903,UI\Game\skill\S_Bagi_Warrior.dds,280,160,40,40,0,0,0,0,헬리온의 신념,,
,,,,,,,,,,,,,
skill_icon,3241,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,프론트,,
skill_icon,3242,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,리투어,,
skill_icon,3243,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,드로이테,,
skill_icon,3244,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,가우치,,
skill_icon,895,UI\Game\skill\S_Segnalle.dds,360,240,40,40,0,0,0,0,익스크레노스,,
skill_icon,896,UI\Game\skill\S_Segnalle.dds,360,320,40,40,0,0,0,0,패스트 에스텐,,
skill_icon,3247,UI\Game\skill\S_Segnalle.dds,280,80,40,40,0,0,0,0,170 아이템1,,
skill_icon,898,UI\Game\skill\S_Segnalle.dds,360,400,40,40,0,0,0,0,무르시아,,
skill_icon,3249,UI\Game\skill\S_Segnalle.dds,280,80,40,40,0,0,0,0,180 아이템1,,
skill_icon,3250,UI\Game\skill\S_Segnalle.dds,280,80,40,40,0,0,0,0,190 자동1,,
skill_icon,3251,UI\Game\skill\S_Segnalle.dds,280,80,40,40,0,0,0,0,190 아이템1,,
skill_icon,3252,UI\Game\skill\S_Segnalle.dds,280,80,40,40,0,0,0,0,스페셜1,,
,,,,,,,,,,,,,
skill_icon,3271,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,이노트라,,
skill_icon,3272,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,인디토,,
skill_icon,3273,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,데스트로,,
skill_icon,3274,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,시니스트,,
skill_icon,995,UI\Game\skill\S_Segnalle.dds,360,280,40,40,0,0,0,0,엠페러 쉬프,,
skill_icon,996,UI\Game\skill\S_Segnalle.dds,360,360,40,40,0,0,0,0,멘타,,
skill_icon,3277,UI\Game\skill\S_Segnalle.dds,360,280,40,40,0,0,0,0,170 아이템2,,
skill_icon,998,UI\Game\skill\S_Segnalle.dds,360,440,40,40,0,0,0,0,퓨 벨로스,,
skill_icon,3279,UI\Game\skill\S_Segnalle.dds,360,280,40,40,0,0,0,0,180 아이템2,,
skill_icon,3280,UI\Game\skill\S_Segnalle.dds,360,280,40,40,0,0,0,0,190 자동2,,
skill_icon,3281,UI\Game\skill\S_Segnalle.dds,360,280,40,40,0,0,0,0,190 아이템2,,
skill_icon,3282,UI\Game\skill\S_Segnalle.dds,360,280,40,40,0,0,0,0,스페셜2,,
,,,,,,,,,,,,,
skill_icon,10801,UI\Game\skill\S_Segnalle.dds,0,0,40,40,0,0,0,0,,,
skill_icon,10806,UI\Game\skill\S_Segnalle.dds,0,40,40,40,0,0,0,0,,,
skill_icon,10802,UI\Game\skill\S_Segnalle.dds,0,80,40,40,0,0,0,0,,,
skill_icon,10804,UI\Game\skill\S_Segnalle.dds,0,120,40,40,0,0,0,0,,,
skill_icon,10805,UI\Game\skill\S_Segnalle.dds,0,160,40,40,0,0,0,0,,,
skill_icon,10821,UI\Game\skill\S_Segnalle.dds,0,200,40,40,0,0,0,0,,,
skill_icon,10822,UI\Game\skill\S_Segnalle.dds,0,240,40,40,0,0,0,0,,,
skill_icon,10823,UI\Game\skill\S_Segnalle.dds,0,280,40,40,0,0,0,0,,,
skill_icon,10824,UI\Game\skill\S_Segnalle.dds,0,320,40,40,0,0,0,0,,,
skill_icon,10841,UI\Game\skill\S_Segnalle.dds,160,160,40,40,0,0,0,0,,,
skill_icon,10842,UI\Game\skill\S_Segnalle.dds,160,200,40,40,0,0,0,0,,,
skill_icon,10843,UI\Game\skill\S_Segnalle.dds,160,240,40,40,0,0,0,0,,,
skill_icon,10861,UI\Game\skill\S_Segnalle.dds,0,360,40,40,0,0,0,0,,,
skill_icon,10862,UI\Game\skill\S_Segnalle.dds,0,400,40,40,0,0,0,0,,,
skill_icon,10863,UI\Game\skill\S_Segnalle.dds,0,440,40,40,0,0,0,0,,,
skill_icon,10881,UI\Game\skill\S_Segnalle.dds,80,0,40,40,0,0,0,0,,,
skill_icon,10882,UI\Game\skill\S_Segnalle.dds,80,40,40,40,0,0,0,0,,,
skill_icon,10883,UI\Game\skill\S_Segnalle.dds,80,80,40,40,0,0,0,0,,,
skill_icon,10884,UI\Game\skill\S_Segnalle.dds,80,120,40,40,0,0,0,0,,,
skill_icon,10803,UI\Game\skill\S_Segnalle.dds,80,160,40,40,0,0,0,0,,,
skill_icon,10922,UI\Game\skill\S_Segnalle.dds,80,200,40,40,0,0,0,0,,,
skill_icon,10923,UI\Game\skill\S_Segnalle.dds,80,240,40,40,0,0,0,0,,,
skill_icon,10921,UI\Game\skill\S_Segnalle.dds,80,280,40,40,0,0,0,0,,,
skill_icon,10924,UI\Game\skill\S_Segnalle.dds,80,320,40,40,0,0,0,0,,,
skill_icon,10864,UI\Game\skill\S_Segnalle.dds,80,360,40,40,0,0,0,0,,,
skill_icon,10981,UI\Game\skill\S_Segnalle.dds,80,400,40,40,0,0,0,0,,,
skill_icon,10926,UI\Game\skill\S_Segnalle.dds,80,440,40,40,0,0,0,0,,,
skill_icon,10925,UI\Game\skill\S_Segnalle.dds,160,0,40,40,0,0,0,0,,,
skill_icon,10885,UI\Game\skill\S_Segnalle.dds,160,40,40,40,0,0,0,0,,,
skill_icon,10928,UI\Game\skill\S_Segnalle.dds,160,80,40,40,0,0,0,0,,,
skill_icon,10927,UI\Game\skill\S_Segnalle.dds,160,120,40,40,0,0,0,0,,,
skill_icon,10929,UI\Game\skill\S_Segnalle.dds,160,280,40,40,0,0,0,0,,,
skill_icon,10930,UI\Game\skill\S_Segnalle.dds,160,320,40,40,0,0,0,0,,,
skill_icon,10932,UI\Game\skill\S_Segnalle.dds,320,40,40,40,0,0,0,0,디토네이트엣지,,
skill_icon,10931,UI\Game\skill\S_Segnalle.dds,320,80,40,40,0,0,0,0,벤트윕,,
skill_icon,10982,UI\Game\skill\S_Segnalle.dds,240,0,40,40,0,0,0,0, 모르니에 1차,,
skill_icon,10983,UI\Game\skill\S_Segnalle.dds,160,360,40,40,0,0,0,0, 쉴드 필드,,
skill_icon,10984,UI\Game\skill\S_Segnalle.dds,160,400,40,40,0,0,0,0, 리바이브,,
skill_icon,10985,UI\Game\skill\S_Segnalle.dds,160,440,40,40,0,0,0,0, 커즈블리자드  ,,
skill_icon,10986,UI\Game\skill\S_Segnalle.dds,240,40,40,40,0,0,0,0, 사일런트크라이,,
skill_icon,10987,UI\Game\skill\S_Segnalle.dds,320,120,40,40,0,0,0,0, 크루엘티 윕,,
skill_icon,10988,UI\Game\skill\S_Segnalle.dds,320,160,40,40,0,0,0,0, 플레그런트 레인,,
skill_icon,15005,UI\Game\skill\S_Segnalle.dds,320,200,40,40,0,0,0,0, 모르니에 2차,,
skill_icon,10807,UI\Game\skill\S_Segnalle.dds,240,80,40,40,0,0,0,0, 힐링 모스,,
skill_icon,10825,UI\Game\skill\S_Segnalle.dds,240,120,40,40,0,0,0,0, 매직 가드,,
skill_icon,10808,UI\Game\skill\S_Segnalle.dds,240,160,40,40,0,0,0,0, 리커버 쉴드,,
skill_icon,10844,UI\Game\skill\S_Segnalle.dds,240,200,40,40,0,0,0,0, 매직 프로텍터,,
skill_icon,10826,UI\Game\skill\S_Segnalle.dds,240,240,40,40,0,0,0,0, 리무브,,
skill_icon,10886,UI\Game\skill\S_Segnalle.dds,240,280,40,40,0,0,0,0, 슬립,,
skill_icon,10889,UI\Game\skill\S_Segnalle.dds,240,320,40,40,0,0,0,0, 와이드 슬립,,
skill_icon,10845,UI\Game\skill\S_Segnalle.dds,240,360,40,40,0,0,0,0, 리무브 와이드,,
skill_icon,10888,UI\Game\skill\S_Segnalle.dds,240,400,40,40,0,0,0,0, 블러디 미스트,,
skill_icon,10887,UI\Game\skill\S_Segnalle.dds,240,440,40,40,0,0,0,0, 커즈드 포그,,
skill_icon,10809,UI\Game\skill\S_Segnalle.dds,320,0,40,40,0,0,0,0, 린카네이션,,
skill_icon,10901,UI\Game\skill\S_Bagi_Warrior.dds,240,80,40,40,0,0,0,0,헬리온의 축복,,
skill_icon,10902,UI\Game\skill\S_Bagi_Warrior.dds,240,120,40,40,0,0,0,0,헬리온의 의지,,
skill_icon,10903,UI\Game\skill\S_Bagi_Warrior.dds,240,160,40,40,0,0,0,0,헬리온의 신념,,
,,,,,,,,,,,,,
skill_icon,13241,UI\Game\skill\S_Segita_Hunter.dds,400,320,40,40,0,0,0,0,프론트,,
skill_icon,13242,UI\Game\skill\S_Segita_Hunter.dds,400,360,40,40,0,0,0,0,리투어,,
skill_icon,13243,UI\Game\skill\S_Segita_Hunter.dds,400,440,40,40,0,0,0,0,드로이테,,
skill_icon,13244,UI\Game\skill\S_Segita_Hunter.dds,400,400,40,40,0,0,0,0,가우치,,
skill_icon,10895,UI\Game\skill\S_Segnalle.dds,320,240,40,40,0,0,0,0,익스크레노스,,
skill_icon,10896,UI\Game\skill\S_Segnalle.dds,320,320,40,40,0,0,0,0,패스트 에스텐,,
skill_icon,13247,UI\Game\skill\S_Segnalle.dds,240,80,40,40,0,0,0,0,170 아이템1,,
skill_icon,10898,UI\Game\skill\S_Segnalle.dds,320,400,40,40,0,0,0,0,무르시아,,
skill_icon,13249,UI\Game\skill\S_Segnalle.dds,240,80,40,40,0,0,0,0,180 아이템1,,
skill_icon,13250,UI\Game\skill\S_Segnalle.dds,240,80,40,40,0,0,0,0,190 자동1,,
skill_icon,13251,UI\Game\skill\S_Segnalle.dds,240,80,40,40,0,0,0,0,190 아이템1,,
skill_icon,13252,UI\Game\skill\S_Segnalle.dds,240,80,40,40,0,0,0,0,스페셜1,,
,,,,,,,,,,,,,
skill_icon,13271,UI\Game\skill\S_Segita_Hunter.dds,400,320,40,40,0,0,0,0,이노트라,,
skill_icon,13272,UI\Game\skill\S_Segita_Hunter.dds,400,360,40,40,0,0,0,0,인디토,,
skill_icon,13273,UI\Game\skill\S_Segita_Hunter.dds,400,440,40,40,0,0,0,0,데스트로,,
skill_icon,13274,UI\Game\skill\S_Segita_Hunter.dds,400,400,40,40,0,0,0,0,시니스트,,
skill_icon,10995,UI\Game\skill\S_Segnalle.dds,320,280,40,40,0,0,0,0,엠페러 쉬프,,
skill_icon,10996,UI\Game\skill\S_Segnalle.dds,320,360,40,40,0,0,0,0,멘타,,
skill_icon,13277,UI\Game\skill\S_Segnalle.dds,320,280,40,40,0,0,0,0,170 아이템2,,
skill_icon,10998,UI\Game\skill\S_Segnalle.dds,320,440,40,40,0,0,0,0,퓨 벨로스,,
skill_icon,13279,UI\Game\skill\S_Segnalle.dds,320,280,40,40,0,0,0,0,180 아이템2,,
skill_icon,13280,UI\Game\skill\S_Segnalle.dds,320,280,40,40,0,0,0,0,190 자동2,,
skill_icon,13281,UI\Game\skill\S_Segnalle.dds,320,280,40,40,0,0,0,0,190 아이템2,,
skill_icon,13282,UI\Game\skill\S_Segnalle.dds,320,280,40,40,0,0,0,0,스페셜2,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
skill_icon,1181,UI\Game\skill\S_Bagi_Warrior.dds,40,0,40,40,0,0,0,0,,,
skill_icon,1002,UI\Game\skill\S_Bagi_Warrior.dds,40,40,40,40,0,0,0,0,,,
skill_icon,1001,UI\Game\skill\S_Bagi_Warrior.dds,40,80,40,40,0,0,0,0,,,
skill_icon,1003,UI\Game\skill\S_Bagi_Warrior.dds,40,120,40,40,0,0,0,0,,,
skill_icon,1004,UI\Game\skill\S_Bagi_Warrior.dds,40,160,40,40,0,0,0,0,,,
skill_icon,1021,UI\Game\skill\S_Bagi_Warrior.dds,40,200,40,40,0,0,0,0,,,
skill_icon,1022,UI\Game\skill\S_Bagi_Warrior.dds,40,240,40,40,0,0,0,0,,,
skill_icon,1005,UI\Game\skill\S_Bagi_Warrior.dds,40,280,40,40,0,0,0,0,,,
skill_icon,1006,UI\Game\skill\S_Bagi_Warrior.dds,40,320,40,40,0,0,0,0,,,
skill_icon,1023,UI\Game\skill\S_Bagi_Warrior.dds,40,360,40,40,0,0,0,0,,,
skill_icon,1007,UI\Game\skill\S_Bagi_Warrior.dds,40,400,40,40,0,0,0,0,,,
skill_icon,1008,UI\Game\skill\S_Bagi_Warrior.dds,40,440,40,40,0,0,0,0,,,
skill_icon,1101,UI\Game\skill\S_Bagi_Warrior.dds,120,0,40,40,0,0,0,0,,,
skill_icon,1102,UI\Game\skill\S_Bagi_Warrior.dds,120,40,40,40,0,0,0,0,,,
skill_icon,1121,UI\Game\skill\S_Bagi_Warrior.dds,120,80,40,40,0,0,0,0,,,
skill_icon,1141,UI\Game\skill\S_Bagi_Warrior.dds,120,120,40,40,0,0,0,0,,,
skill_icon,1142,UI\Game\skill\S_Bagi_Warrior.dds,120,160,40,40,0,0,0,0,,,
skill_icon,1143,UI\Game\skill\S_Bagi_Warrior.dds,120,200,40,40,0,0,0,0,,,
skill_icon,1103,UI\Game\skill\S_Bagi_Warrior.dds,120,240,40,40,0,0,0,0,,,
skill_icon,1122,UI\Game\skill\S_Bagi_Warrior.dds,120,280,40,40,0,0,0,0,,,
skill_icon,1104,UI\Game\skill\S_Bagi_Warrior.dds,120,320,40,40,0,0,0,0,,,
skill_icon,1123,UI\Game\skill\S_Bagi_Warrior.dds,120,360,40,40,0,0,0,0,,,
skill_icon,1105,UI\Game\skill\S_Bagi_Warrior.dds,120,400,40,40,0,0,0,0,,,
skill_icon,1124,UI\Game\skill\S_Bagi_Warrior.dds,120,440,40,40,0,0,0,0,,,
skill_icon,1009,UI\Game\skill\S_Bagi_Warrior.dds,200,80,40,40,0,0,0,0,,,
skill_icon,1106,UI\Game\skill\S_Bagi_Warrior.dds,200,40,40,40,0,0,0,0,,,
skill_icon,1107,UI\Game\skill\S_Bagi_Warrior.dds,200,0,40,40,0,0,0,0,,,
skill_icon,1024,UI\Game\skill\S_Bagi_Warrior.dds,200,120,40,40,0,0,0,0,,,
skill_icon,1109,UI\Game\skill\S_Bagi_Warrior.dds,280,200,40,40,0,0,0,0,세퍼레이트,,
skill_icon,1130,UI\Game\skill\S_Bagi_Warrior.dds,280,240,40,40,0,0,0,0,임바이브,,
skill_icon,1182,UI\Game\skill\S_Bagi_Warrior.dds,200,280,40,40,0,0,0,0, 다라크 1차,,
skill_icon,1183,UI\Game\skill\S_Bagi_Warrior.dds,200,200,40,40,0,0,0,0, 템페스트윙,,
skill_icon,1184,UI\Game\skill\S_Bagi_Warrior.dds,200,160,40,40,0,0,0,0,  아이언 플레시,,
skill_icon,1185,UI\Game\skill\S_Bagi_Warrior.dds,200,240,40,40,0,0,0,0, 블래스트,,
skill_icon,1186,UI\Game\skill\S_Bagi_Warrior.dds,280,280,40,40,0,0,0,0, 스플린터,,
skill_icon,1187,UI\Game\skill\S_Bagi_Warrior.dds,280,320,40,40,0,0,0,0, 어글리 숄더,,
skill_icon,5006,UI\Game\skill\S_Bagi_Warrior.dds,280,360,40,40,0,0,0,0, 다라크 2차,,
skill_icon,1126,UI\Game\skill\S_Bagi_Warrior.dds,200,320,40,40,0,0,0,0, 디바이드 페인 ,,
skill_icon,1125,UI\Game\skill\S_Bagi_Warrior.dds,200,360,40,40,0,0,0,0, 바이탈 드래인 ,,
skill_icon,1127,UI\Game\skill\S_Bagi_Warrior.dds,200,400,40,40,0,0,0,0, 매드 크라이,,
skill_icon,1128,UI\Game\skill\S_Bagi_Warrior.dds,200,440,40,40,0,0,0,0, 디바이드 포스,,
skill_icon,1129,UI\Game\skill\S_Bagi_Warrior.dds,280,0,40,40,0,0,0,0, 라쉬 매니스,,
skill_icon,1108,UI\Game\skill\S_Bagi_Warrior.dds,280,40,40,40,0,0,0,0, 라루 팔루자,,
skill_icon,1041,UI\Game\skill\S_Bagi_Warrior.dds,280,80,40,40,0,0,0,0,헬리온의 축복,,
skill_icon,1042,UI\Game\skill\S_Bagi_Warrior.dds,280,120,40,40,0,0,0,0,헬리온의 의지,,
skill_icon,1043,UI\Game\skill\S_Bagi_Warrior.dds,280,160,40,40,0,0,0,0,헬리온의 신념,,
,,,,,,,,,,,,,
skill_icon,3301,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,프론트,,
skill_icon,3302,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,리투어,,
skill_icon,3303,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,드로이테,,
skill_icon,3304,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,가우치,,
skill_icon,1095,UI\Game\skill\S_Bagi_Warrior.dds,280,400,40,40,0,0,0,0,리치 아이언,,
skill_icon,1096,UI\Game\skill\S_Bagi_Warrior.dds,360,0,40,40,0,0,0,0,리라스킨,,
skill_icon,3307,UI\Game\skill\S_Bagi_Warrior.dds,280,400,40,40,0,0,0,0,170 아이템1,,
skill_icon,1098,UI\Game\skill\S_Bagi_Warrior.dds,360,80,40,40,0,0,0,0,지디온,,
skill_icon,3309,UI\Game\skill\S_Bagi_Warrior.dds,280,400,40,40,0,0,0,0,180 아이템1,,
skill_icon,3310,UI\Game\skill\S_Bagi_Warrior.dds,280,400,40,40,0,0,0,0,190 자동1,,
skill_icon,3311,UI\Game\skill\S_Bagi_Warrior.dds,280,400,40,40,0,0,0,0,190 아이템1,,
skill_icon,3312,UI\Game\skill\S_Bagi_Warrior.dds,280,400,40,40,0,0,0,0,스페셜,,
,,,,,,,,,,,,,
skill_icon,3331,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,이노트라,,
skill_icon,3332,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,인디토,,
skill_icon,3333,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,데스트로,,
skill_icon,3334,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,시니스트,,
skill_icon,1195,UI\Game\skill\S_Bagi_Warrior.dds,280,440,40,40,0,0,0,0,피스트 제니아,,
skill_icon,1196,UI\Game\skill\S_Bagi_Warrior.dds,360,40,40,40,0,0,0,0,델라카르,,
skill_icon,3337,UI\Game\skill\S_Bagi_Warrior.dds,280,440,40,40,0,0,0,0,170 아이템2,,
skill_icon,1198,UI\Game\skill\S_Bagi_Warrior.dds,360,120,40,40,0,0,0,0,에스피어,,
skill_icon,3339,UI\Game\skill\S_Bagi_Warrior.dds,280,440,40,40,0,0,0,0,180 아이템2,,
skill_icon,3340,UI\Game\skill\S_Bagi_Warrior.dds,280,440,40,40,0,0,0,0,190 자동2,,
skill_icon,3341,UI\Game\skill\S_Bagi_Warrior.dds,280,440,40,40,0,0,0,0,190 아이템2,,
skill_icon,3342,UI\Game\skill\S_Bagi_Warrior.dds,280,440,40,40,0,0,0,0,스페셜2,,
,,,,,,,,,,,,,
skill_icon,11181,UI\Game\skill\S_Bagi_Warrior.dds,0,0,40,40,0,0,0,0,,,
skill_icon,11002,UI\Game\skill\S_Bagi_Warrior.dds,0,40,40,40,0,0,0,0,,,
skill_icon,11001,UI\Game\skill\S_Bagi_Warrior.dds,0,80,40,40,0,0,0,0,,,
skill_icon,11003,UI\Game\skill\S_Bagi_Warrior.dds,0,120,40,40,0,0,0,0,,,
skill_icon,11004,UI\Game\skill\S_Bagi_Warrior.dds,0,160,40,40,0,0,0,0,,,
skill_icon,11021,UI\Game\skill\S_Bagi_Warrior.dds,0,200,40,40,0,0,0,0,,,
skill_icon,11022,UI\Game\skill\S_Bagi_Warrior.dds,0,240,40,40,0,0,0,0,,,
skill_icon,11005,UI\Game\skill\S_Bagi_Warrior.dds,0,280,40,40,0,0,0,0,,,
skill_icon,11006,UI\Game\skill\S_Bagi_Warrior.dds,0,320,40,40,0,0,0,0,,,
skill_icon,11023,UI\Game\skill\S_Bagi_Warrior.dds,0,360,40,40,0,0,0,0,,,
skill_icon,11007,UI\Game\skill\S_Bagi_Warrior.dds,0,400,40,40,0,0,0,0,,,
skill_icon,11008,UI\Game\skill\S_Bagi_Warrior.dds,0,440,40,40,0,0,0,0,,,
skill_icon,11101,UI\Game\skill\S_Bagi_Warrior.dds,80,0,40,40,0,0,0,0,,,
skill_icon,11102,UI\Game\skill\S_Bagi_Warrior.dds,80,40,40,40,0,0,0,0,,,
skill_icon,11121,UI\Game\skill\S_Bagi_Warrior.dds,80,80,40,40,0,0,0,0,,,
skill_icon,11141,UI\Game\skill\S_Bagi_Warrior.dds,80,120,40,40,0,0,0,0,,,
skill_icon,11142,UI\Game\skill\S_Bagi_Warrior.dds,80,160,40,40,0,0,0,0,,,
skill_icon,11143,UI\Game\skill\S_Bagi_Warrior.dds,80,200,40,40,0,0,0,0,,,
skill_icon,11103,UI\Game\skill\S_Bagi_Warrior.dds,80,240,40,40,0,0,0,0,,,
skill_icon,11122,UI\Game\skill\S_Bagi_Warrior.dds,80,280,40,40,0,0,0,0,,,
skill_icon,11104,UI\Game\skill\S_Bagi_Warrior.dds,80,320,40,40,0,0,0,0,,,
skill_icon,11123,UI\Game\skill\S_Bagi_Warrior.dds,80,360,40,40,0,0,0,0,,,
skill_icon,11105,UI\Game\skill\S_Bagi_Warrior.dds,80,400,40,40,0,0,0,0,,,
skill_icon,11124,UI\Game\skill\S_Bagi_Warrior.dds,80,440,40,40,0,0,0,0,,,
skill_icon,11009,UI\Game\skill\S_Bagi_Warrior.dds,160,80,40,40,0,0,0,0,,,
skill_icon,11106,UI\Game\skill\S_Bagi_Warrior.dds,160,40,40,40,0,0,0,0,,,
skill_icon,11107,UI\Game\skill\S_Bagi_Warrior.dds,160,0,40,40,0,0,0,0,,,
skill_icon,11024,UI\Game\skill\S_Bagi_Warrior.dds,160,120,40,40,0,0,0,0,,,
skill_icon,11109,UI\Game\skill\S_Bagi_Warrior.dds,240,200,40,40,0,0,0,0,세퍼레이트,,
skill_icon,11130,UI\Game\skill\S_Bagi_Warrior.dds,240,240,40,40,0,0,0,0,임바이브,,
skill_icon,11182,UI\Game\skill\S_Bagi_Warrior.dds,160,280,40,40,0,0,0,0, 다라크 1차,,
skill_icon,11183,UI\Game\skill\S_Bagi_Warrior.dds,160,200,40,40,0,0,0,0, 템페스트윙,,
skill_icon,11184,UI\Game\skill\S_Bagi_Warrior.dds,160,160,40,40,0,0,0,0,  아이언 플레시,,
skill_icon,11185,UI\Game\skill\S_Bagi_Warrior.dds,160,240,40,40,0,0,0,0, 블래스트,,
skill_icon,11186,UI\Game\skill\S_Bagi_Warrior.dds,240,280,40,40,0,0,0,0, 스플린터,,
skill_icon,11187,UI\Game\skill\S_Bagi_Warrior.dds,240,320,40,40,0,0,0,0, 어글리 숄더,,
skill_icon,15006,UI\Game\skill\S_Bagi_Warrior.dds,240,360,40,40,0,0,0,0, 다라크 2차,,
skill_icon,11126,UI\Game\skill\S_Bagi_Warrior.dds,160,320,40,40,0,0,0,0, 디바이드 페인 ,,
skill_icon,11125,UI\Game\skill\S_Bagi_Warrior.dds,160,360,40,40,0,0,0,0, 바이탈 드래인 ,,
skill_icon,11127,UI\Game\skill\S_Bagi_Warrior.dds,160,400,40,40,0,0,0,0, 매드 크라이,,
skill_icon,11128,UI\Game\skill\S_Bagi_Warrior.dds,160,440,40,40,0,0,0,0, 디바이드 포스,,
skill_icon,11129,UI\Game\skill\S_Bagi_Warrior.dds,240,0,40,40,0,0,0,0, 라쉬 매니스,,
skill_icon,11108,UI\Game\skill\S_Bagi_Warrior.dds,240,40,40,40,0,0,0,0, 라루 팔루자,,
skill_icon,11041,UI\Game\skill\S_Bagi_Warrior.dds,240,80,40,40,0,0,0,0,헬리온의 축복,,
skill_icon,11042,UI\Game\skill\S_Bagi_Warrior.dds,240,120,40,40,0,0,0,0,헬리온의 의지,,
skill_icon,11043,UI\Game\skill\S_Bagi_Warrior.dds,240,160,40,40,0,0,0,0,헬리온의 신념,,
,,,,,,,,,,,,,
skill_icon,13301,UI\Game\skill\S_Segita_Hunter.dds,400,320,40,40,0,0,0,0,프론트,,
skill_icon,13302,UI\Game\skill\S_Segita_Hunter.dds,400,360,40,40,0,0,0,0,리투어,,
skill_icon,13303,UI\Game\skill\S_Segita_Hunter.dds,400,440,40,40,0,0,0,0,드로이테,,
skill_icon,13304,UI\Game\skill\S_Segita_Hunter.dds,400,400,40,40,0,0,0,0,가우치,,
skill_icon,11095,UI\Game\skill\S_Bagi_Warrior.dds,240,400,40,40,0,0,0,0,리치 아이언,,
skill_icon,11096,UI\Game\skill\S_Bagi_Warrior.dds,320,0,40,40,0,0,0,0,리라스킨,,
skill_icon,13307,UI\Game\skill\S_Bagi_Warrior.dds,240,400,40,40,0,0,0,0,170 아이템1,,
skill_icon,11098,UI\Game\skill\S_Bagi_Warrior.dds,320,80,40,40,0,0,0,0,지디온,,
skill_icon,13309,UI\Game\skill\S_Bagi_Warrior.dds,240,400,40,40,0,0,0,0,180 아이템1,,
skill_icon,13310,UI\Game\skill\S_Bagi_Warrior.dds,240,400,40,40,0,0,0,0,190 자동1,,
skill_icon,13311,UI\Game\skill\S_Bagi_Warrior.dds,240,400,40,40,0,0,0,0,190 아이템1,,
skill_icon,13312,UI\Game\skill\S_Bagi_Warrior.dds,240,400,40,40,0,0,0,0,스페셜1,,
,,,,,,,,,,,,,
skill_icon,13331,UI\Game\skill\S_Segita_Hunter.dds,400,320,40,40,0,0,0,0,이노트라,,
skill_icon,13332,UI\Game\skill\S_Segita_Hunter.dds,400,360,40,40,0,0,0,0,인디토,,
skill_icon,13333,UI\Game\skill\S_Segita_Hunter.dds,400,440,40,40,0,0,0,0,데스트로,,
skill_icon,13334,UI\Game\skill\S_Segita_Hunter.dds,400,400,40,40,0,0,0,0,시니스트,,
skill_icon,11195,UI\Game\skill\S_Bagi_Warrior.dds,240,440,40,40,0,0,0,0,피스트 제니아,,
skill_icon,11196,UI\Game\skill\S_Bagi_Warrior.dds,320,40,40,40,0,0,0,0,델라카르,,
skill_icon,13337,UI\Game\skill\S_Bagi_Warrior.dds,240,440,40,40,0,0,0,0,170 아이템2,,
skill_icon,11198,UI\Game\skill\S_Bagi_Warrior.dds,320,120,40,40,0,0,0,0,에스피어,,
skill_icon,13339,UI\Game\skill\S_Bagi_Warrior.dds,240,440,40,40,0,0,0,0,180 아이템2,,
skill_icon,13340,UI\Game\skill\S_Bagi_Warrior.dds,240,440,40,40,0,0,0,0,190 자동2,,
skill_icon,13341,UI\Game\skill\S_Bagi_Warrior.dds,240,440,40,40,0,0,0,0,190 아이템2,,
skill_icon,13342,UI\Game\skill\S_Bagi_Warrior.dds,240,440,40,40,0,0,0,0,스페셜,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
skill_icon,1201,UI\Game\skill\S_Alo.dds,40,40,40,40,0,0,0,0,,,
skill_icon,1202,UI\Game\skill\S_Alo.dds,40,0,40,40,0,0,0,0,,,
skill_icon,1203,UI\Game\skill\S_Alo.dds,40,120,40,40,0,0,0,0,,,
skill_icon,1204,UI\Game\skill\S_Alo.dds,40,80,40,40,0,0,0,0,,,
skill_icon,1205,UI\Game\skill\S_Alo.dds,40,200,40,40,0,0,0,0,,,
skill_icon,1206,UI\Game\skill\S_Alo.dds,40,320,40,40,0,0,0,0,,,
skill_icon,1207,UI\Game\skill\S_Alo.dds,40,400,40,40,0,0,0,0,,,
skill_icon,1208,UI\Game\skill\S_Alo.dds,200,40,40,40,0,0,0,0,,,
skill_icon,1209,UI\Game\skill\S_Alo.dds,40,160,40,40,0,0,0,0,,,
